Neighborhood,ID,Afrikaans,Akan (Twi),Albanian,Amharic,Arabic,Armenian,Assyrian,Azerbaijani,Bamanankan,Belarusan,Bengali,Bikol,Bilen,Bosnian,Bulgarian,Burmese,Cantonese,Catalan,Cebuano,Chaldean Neo-Aramaic,Croatian,Czech,Dakota,Danish,Dene,Dinka,Dutch,Edo,English,Estonian,Ewe,Fijian,Finnish,French,"Fulah (Pular, Pulaar, Fulfulde)",Ga,Ganda,Georgian,German,Greek,Gujarati,Haitian Creole,Hakka,Harari,Hebrew,Hiligaynon,Hindi,Hungarian,Icelandic,Igbo,Ilocano,Italian,Japanese,Kabyle,Kannada,Kashmiri,Khmer (Cambodian),Kinyarwanda (Rwanda),Konkani,Korean,Kurdish,Lao,Latvian,Lingala,Lithuanian,Macedonian,Malagasy,Malay,Malayalam,Maltese,Mandarin,Marathi,Min Dong,Min Nan,Mohawk,Mongolian,Montagnais (Innu),Nepali,Norwegian,Oji-Cree,Ojibway,Oriya (Odia),Oromo,Ottawa (Odawa),"Pampangan (Kapampangan, Pampango)",Pangasinan,Pashto,Persian,Polish,Portuguese,Punjabi,Romanian,Rundi (Kirundi),Russian,Sarsi (Sarcee),Scottish Gaelic,Serbian,Serbo-Croatian,Shona,Sindhi,Sinhala (Sinhalese),Slovak,Slovene (Slovenian),Somali,Spanish,Swahili,Swampy Cree,Swedish,Tagalog,Tamil,Telugu,Thai,Tibetan,Tigrigna,Turkish,Ukrainian,Urdu,Uyghur,Uzbek,Vietnamese,Vlaams (Flemish),Waray-Waray,Welsh,Wolof,Wu (Shanghainese),Yiddish,Yoruba
Eringate-Centennial-West Deane,11,0.0,2.631578947368421,20.833333333333336,2.7777777777777777,5.911330049261084,1.4545454545454546,0.0,0.0,0.0,0.0,1.179245283018868,0.0,0.0,84.61538461538461,61.53846153846154,0.0,1.8518518518518516,0.0,23.076923076923077,0.0,51.724137931034484,10.0,0.0,0.0,0.0,0.0,0.0,0.0,23.85786802030457,0.0,0.0,0.0,0.0,10.38961038961039,0.0,0.0,0.0,7.6923076923076925,26.666666666666668,5.161290322580645,0.547945205479452,0.0,0.0,0.0,0.0,0.0,6.5420560747663545,20.0,0.0,0.0,2.1739130434782608,6.753812636165578,4.477611940298507,0.0,0.0,0.0,0.0,0.0,66.66666666666666,7.703488372093023,0.0,0.0,0.0,0.0,20.0,27.586206896551722,0.0,0.0,5.263157894736842,18.181818181818183,2.823179791976226,18.181818181818183,0.0,2.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5230125523012552,54.48275862068965,6.524822695035461,0.8733624454148471,8.421052631578947,0.0,5.417118093174431,0.0,0.0,58.620689655172406,55.55555555555556,0.0,0.0,4.545454545454546,1.680672268907563,22.22222222222222,9.523809523809524,11.926605504587156,0.0,0.0,0.0,4.694835680751173,0.49627791563275436,0.0,0.0,1.4285714285714286,0.0,3.1914893617021276,48.0,2.4930747922437675,0.0,0.0,1.8181818181818181,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0
Markland Wood,12,0.0,0.0,12.5,0.0,2.4630541871921183,0.0,0.2849002849002849,0.0,0.0,0.0,0.0,0.0,0.0,23.076923076923077,65.38461538461539,0.0,0.4629629629629629,0.0,0.0,0.0,27.586206896551722,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,14.307200601616845,11.11111111111111,0.0,0.0,0.0,6.493506493506493,0.0,0.0,0.0,0.0,6.666666666666667,4.516129032258064,0.136986301369863,0.0,0.0,0.0,0.0,0.0,1.8691588785046727,16.0,0.0,0.0,0.0,1.5250544662309369,2.9850746268656714,0.0,0.0,0.0,0.0,0.0,0.0,3.343023255813953,0.0,0.0,33.33333333333333,0.0,20.0,37.93103448275862,0.0,0.0,0.0,18.181818181818183,1.634472511144131,0.0,0.0,2.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5230125523012552,28.27586206896552,1.702127659574468,0.0,7.368421052631578,0.0,1.7334777898158178,0.0,0.0,79.3103448275862,66.66666666666666,0.0,0.0,0.0,4.201680672268908,11.11111111111111,0.0,3.89908256880734,0.0,0.0,0.0,1.4084507042253522,0.24813895781637718,0.0,0.0,0.7142857142857143,0.0,3.1914893617021276,21.0,0.2770083102493075,16.666666666666664,0.0,0.6818181818181818,0.0,0.0,0.0,0.0,4.545454545454546,0.0,0.0
Etobicoke West Mall,13,0.0,1.3157894736842104,43.75,0.0,11.330049261083744,0.36363636363636365,1.1396011396011396,0.0,0.0,0.0,1.179245283018868,50.0,0.0,53.84615384615385,50.0,0.0,0.6365740740740741,0.0,0.0,0.0,24.137931034482758,30.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15096822711036,0.0,0.0,0.0,0.0,5.194805194805195,0.0,0.0,0.0,0.0,13.333333333333334,3.225806451612903,0.547945205479452,0.0,0.0,0.0,0.0,16.666666666666664,4.672897196261682,30.0,0.0,0.0,0.0,2.178649237472767,1.4925373134328357,0.0,25.0,0.0,0.0,0.0,33.33333333333333,4.505813953488372,5.88235294117647,0.0,0.0,0.0,25.0,13.793103448275861,0.0,28.57142857142857,3.508771929824561,18.181818181818183,1.7087667161961366,9.090909090909092,0.0,2.631578947368421,0.0,50.0,0.0,2.5316455696202533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6134969325153374,1.9874476987447698,33.793103448275865,2.127659574468085,0.2911208151382824,7.368421052631578,0.0,3.683640303358613,0.0,0.0,46.206896551724135,66.66666666666666,0.0,0.0,18.181818181818183,1.680672268907563,5.555555555555555,5.627705627705628,11.697247706422019,0.0,0.0,0.0,8.92018779342723,1.3234077750206783,4.761904761904762,0.0,1.0714285714285714,4.761904761904762,19.148936170212767,25.5,3.1855955678670362,33.33333333333333,9.090909090909092,1.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Islington-City Centre West,14,0.0,7.894736842105263,72.91666666666666,19.444444444444446,35.960591133004925,2.181818181818182,0.5698005698005698,0.0,0.0,50.0,7.783018867924528,0.0,0.0,100.0,42.30769230769231,50.0,2.488425925925926,0.0,23.076923076923077,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,54.30532054897537,22.22222222222222,0.0,0.0,0.0,38.311688311688314,0.0,0.0,0.0,1.9230769230769231,46.666666666666664,14.193548387096774,1.643835616438356,0.0,2.4390243902439024,0.0,2.083333333333333,0.0,23.364485981308412,24.0,0.0,0.0,4.3478260869565215,13.725490196078432,22.388059701492537,0.0,50.0,0.0,0.0,50.0,33.33333333333333,33.28488372093023,5.88235294117647,0.0,16.666666666666664,50.0,85.0,17.24137931034483,0.0,28.57142857142857,14.035087719298245,45.45454545454545,7.578008915304606,18.181818181818183,0.0,2.631578947368421,0.0,25.0,0.0,11.39240506329114,0.0,0.0,0.0,33.33333333333333,28.57142857142857,0.0,50.0,0.0,2.4539877300613497,4.079497907949791,87.58620689655172,13.191489361702127,1.455604075691412,21.052631578947366,0.0,14.301191765980498,0.0,0.0,100.0,100.0,0.0,0.0,4.545454545454546,5.88235294117647,38.88888888888889,27.705627705627705,35.321100917431195,5.88235294117647,0.0,0.0,21.36150234741784,2.315963606286187,23.809523809523807,75.0,9.285714285714286,19.047619047619047,19.148936170212767,100.0,5.263157894736842,100.0,27.27272727272727,5.681818181818182,0.0,0.0,0.0,0.0,22.727272727272727,0.0,0.0
Kingsway South,15,0.0,0.0,4.166666666666666,0.0,0.9852216748768473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3472222222222222,0.0,0.0,0.0,13.793103448275861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.839443504418124,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,3.8461538461538463,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0893246187363834,4.477611940298507,0.0,0.0,0.0,0.0,0.0,0.0,0.872093023255814,0.0,0.0,33.33333333333333,0.0,10.0,0.0,0.0,0.0,0.0,9.090909090909092,0.1485884101040119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20920502092050208,6.206896551724138,0.851063829787234,0.0,2.1052631578947367,0.0,0.43336944745395445,0.0,0.0,4.137931034482759,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.146788990825688,0.0,0.0,50.0,0.7042253521126761,0.0,0.0,0.0,0.35714285714285715,0.0,1.0638297872340425,9.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stonegate-Queensway,16,0.0,0.0,60.416666666666664,5.555555555555555,0.9852216748768473,0.7272727272727273,0.2849002849002849,0.0,0.0,50.0,0.4716981132075472,0.0,0.0,0.0,34.61538461538461,16.666666666666664,1.0416666666666665,0.0,0.0,0.0,37.93103448275862,30.0,0.0,50.0,0.0,0.0,0.0,0.0,35.20398571159992,11.11111111111111,0.0,0.0,40.0,19.480519480519483,0.0,0.0,0.0,0.0,46.666666666666664,3.870967741935484,0.547945205479452,0.0,0.0,0.0,0.0,16.666666666666664,2.803738317757009,18.0,0.0,0.0,0.0,11.328976034858387,2.9850746268656714,0.0,0.0,100.0,0.0,0.0,0.0,2.4709302325581395,5.88235294117647,0.0,16.666666666666664,0.0,60.0,6.896551724137931,0.0,14.285714285714285,1.7543859649122806,9.090909090909092,1.5601783060921248,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8368200836820083,94.48275862068965,6.524822695035461,0.2911208151382824,13.684210526315791,0.0,9.317443120260021,0.0,0.0,40.689655172413794,22.22222222222222,0.0,0.0,4.545454545454546,5.042016806722689,27.77777777777778,0.0,10.550458715596331,11.76470588235294,0.0,0.0,5.39906103286385,0.24813895781637718,4.761904761904762,50.0,13.571428571428571,0.0,3.1914893617021276,75.5,0.6925207756232686,0.0,36.36363636363637,2.727272727272727,0.0,0.0,0.0,0.0,13.636363636363635,0.0,9.090909090909092
Mimico (includes Humber Bay Shores),17,0.0,2.631578947368421,62.5,8.333333333333332,10.83743842364532,0.0,0.5698005698005698,20.0,0.0,0.0,1.4150943396226416,0.0,0.0,7.6923076923076925,30.76923076923077,16.666666666666664,2.488425925925926,0.0,15.384615384615385,0.0,24.137931034482758,30.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,46.92611393119007,11.11111111111111,0.0,0.0,0.0,31.818181818181817,100.0,0.0,0.0,3.8461538461538463,53.333333333333336,5.806451612903226,1.36986301369863,0.0,0.0,0.0,4.166666666666666,0.0,10.2803738317757,32.0,0.0,11.11111111111111,8.695652173913043,8.278867102396514,13.432835820895523,0.0,25.0,0.0,0.0,0.0,0.0,6.25,11.76470588235294,7.6923076923076925,16.666666666666664,0.0,15.0,3.4482758620689653,100.0,14.285714285714285,1.7543859649122806,0.0,5.349182763744428,9.090909090909092,0.0,7.894736842105263,0.0,100.0,0.0,3.79746835443038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8702928870292883,100.0,9.219858156028367,1.0189228529839884,14.736842105263156,0.0,11.267605633802818,0.0,0.0,18.620689655172416,33.33333333333333,0.0,3.4482758620689653,4.545454545454546,7.563025210084033,11.11111111111111,0.0,25.229357798165136,11.76470588235294,0.0,0.0,10.7981220657277,0.49627791563275436,0.0,50.0,30.357142857142854,0.0,12.76595744680851,38.5,0.9695290858725761,0.0,0.0,3.4090909090909087,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0
New Toronto,18,0.0,2.631578947368421,6.25,5.555555555555555,3.9408866995073892,0.36363636363636365,0.0,0.0,0.0,100.0,1.179245283018868,0.0,0.0,0.0,19.230769230769234,0.0,0.40509259259259256,0.0,0.0,0.0,10.344827586206897,0.0,0.0,0.0,0.0,100.0,0.0,0.0,16.5632637713856,11.11111111111111,0.0,0.0,0.0,9.090909090909092,0.0,25.0,33.33333333333333,1.9230769230769231,0.0,1.935483870967742,0.136986301369863,0.0,0.0,0.0,2.083333333333333,0.0,6.5420560747663545,6.0,0.0,22.22222222222222,2.1739130434782608,0.8714596949891068,1.4925373134328357,0.0,0.0,0.0,0.0,0.0,0.0,1.744186046511628,0.0,0.0,0.0,50.0,5.0,0.0,0.0,0.0,1.7543859649122806,9.090909090909092,1.263001485884101,0.0,0.0,2.631578947368421,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.20920502092050208,47.58620689655172,2.269503546099291,0.0,2.1052631578947367,0.0,1.7334777898158178,0.0,0.0,2.7586206896551726,11.11111111111111,0.0,0.0,4.545454545454546,0.8403361344537815,0.0,4.329004329004329,6.8807339449541285,11.76470588235294,0.0,0.0,7.042253521126761,0.1654259718775848,0.0,0.0,7.142857142857142,0.0,3.1914893617021276,10.5,0.13850415512465375,0.0,0.0,1.1363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Long Branch,19,0.0,0.0,10.416666666666668,0.0,1.9704433497536946,0.0,0.5698005698005698,0.0,0.0,0.0,0.2358490566037736,0.0,0.0,7.6923076923076925,30.76923076923077,0.0,0.1736111111111111,0.0,0.0,0.0,10.344827586206897,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,14.908817446888511,11.11111111111111,0.0,0.0,0.0,5.194805194805195,100.0,0.0,66.66666666666666,0.0,20.0,1.935483870967742,0.136986301369863,0.0,0.0,0.0,0.0,0.0,2.803738317757009,2.0,0.0,0.0,0.0,0.4357298474945534,1.4925373134328357,0.0,0.0,0.0,0.0,0.0,0.0,0.436046511627907,5.88235294117647,0.0,16.666666666666664,0.0,10.0,3.4482758620689653,0.0,14.285714285714285,0.0,0.0,0.8915304606240713,0.0,0.0,2.631578947368421,0.0,0.0,0.0,1.2658227848101267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6276150627615062,47.58620689655172,1.5602836879432624,0.0,2.1052631578947367,0.0,1.9501625135427951,0.0,0.0,9.655172413793103,11.11111111111111,0.0,0.0,0.0,1.680672268907563,0.0,0.0,5.73394495412844,0.0,0.0,25.0,6.103286384976526,0.0,0.0,0.0,4.642857142857143,0.0,0.0,12.5,0.2770083102493075,0.0,0.0,2.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alderwood,20,0.0,0.0,14.583333333333334,0.0,1.477832512315271,0.0,0.0,0.0,0.0,0.0,0.4716981132075472,50.0,0.0,30.76923076923077,11.538461538461538,16.666666666666664,0.6944444444444444,0.0,0.0,0.0,37.93103448275862,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17.287084038353072,11.11111111111111,0.0,0.0,0.0,3.2467532467532463,0.0,0.0,0.0,0.0,13.333333333333334,3.870967741935484,2.191780821917808,0.0,0.0,0.0,0.0,16.666666666666664,0.9345794392523363,6.0,0.0,0.0,2.1739130434782608,9.15032679738562,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.7267441860465116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6686478454680534,0.0,0.0,5.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10460251046025104,45.51724137931035,4.822695035460993,0.2911208151382824,4.2105263157894735,0.0,2.38353196099675,0.0,0.0,13.793103448275861,0.0,0.0,0.0,0.0,2.5210084033613445,100.0,0.0,3.4403669724770642,0.0,0.0,0.0,4.929577464788732,0.3308519437551696,0.0,0.0,7.5,0.0,0.0,16.0,0.13850415512465375,0.0,0.0,1.1363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Humber Summit,21,0.0,9.210526315789473,0.0,5.555555555555555,12.807881773399016,0.36363636363636365,5.982905982905983,0.0,0.0,0.0,5.188679245283019,0.0,25.0,0.0,0.0,0.0,0.5208333333333333,0.0,0.0,25.49019607843137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.064109795074263,0.0,0.0,0.0,0.0,3.896103896103896,0.0,0.0,0.0,0.0,13.333333333333334,0.6451612903225806,4.794520547945205,0.0,0.0,20.0,0.0,0.0,14.953271028037381,2.0,0.0,0.0,0.0,49.89106753812636,1.4925373134328357,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.436046511627907,0.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,1.7543859649122806,0.0,0.07429420505200594,0.0,0.0,5.263157894736842,0.0,0.0,0.0,1.2658227848101267,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.3598326359832638,0.6896551724137931,2.127659574468085,20.96069868995633,2.1052631578947367,0.0,0.10834236186348861,0.0,0.0,0.6896551724137931,0.0,33.33333333333333,0.0,4.545454545454546,0.0,0.0,4.761904761904762,19.495412844036696,5.88235294117647,0.0,0.0,4.225352112676056,2.0678246484698097,7.142857142857142,0.0,0.0,0.0,7.446808510638298,0.0,22.99168975069252,0.0,9.090909090909092,12.5,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092
Humbermede,22,50.0,11.842105263157894,0.0,2.7777777777777777,11.330049261083744,0.36363636363636365,4.273504273504273,0.0,0.0,0.0,2.5943396226415096,0.0,100.0,0.0,7.6923076923076925,16.666666666666664,1.8518518518518516,0.0,0.0,7.8431372549019605,3.4482758620689653,30.0,0.0,0.0,0.0,0.0,0.0,12.5,14.974619289340103,0.0,0.0,0.0,0.0,5.844155844155844,0.0,25.0,0.0,0.0,6.666666666666667,1.935483870967742,4.657534246575342,33.33333333333333,0.0,0.0,0.0,0.0,15.887850467289718,8.0,0.0,55.55555555555556,15.217391304347828,26.797385620915033,0.0,0.0,0.0,0.0,8.88888888888889,0.0,33.33333333333333,1.88953488372093,0.0,23.076923076923077,33.33333333333333,0.0,0.0,0.0,0.0,0.0,7.017543859649122,0.0,0.3714710252600297,0.0,0.0,5.263157894736842,0.0,0.0,0.0,2.5316455696202533,0.0,0.0,0.0,0.0,14.285714285714285,0.0,100.0,0.0,1.8404907975460123,0.41841004184100417,3.4482758620689653,1.5602836879432624,14.701601164483261,3.1578947368421053,0.0,0.43336944745395445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,2.1645021645021645,55.27522935779816,5.88235294117647,0.0,0.0,13.145539906103288,3.4739454094292808,0.0,0.0,0.0,38.095238095238095,9.574468085106384,1.0,22.437673130193904,0.0,0.0,27.045454545454543,0.0,0.0,0.0,0.0,0.0,0.0,36.36363636363637
Pelmo Park-Humberlea,23,0.0,10.526315789473683,18.75,2.7777777777777777,2.4630541871921183,0.36363636363636365,0.2849002849002849,0.0,0.0,0.0,1.179245283018868,0.0,0.0,0.0,3.8461538461538463,0.0,1.3888888888888888,0.0,15.384615384615385,1.9607843137254901,3.4482758620689653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.17916901673247,0.0,0.0,0.0,0.0,3.896103896103896,0.0,0.0,0.0,0.0,0.0,3.225806451612903,0.410958904109589,0.0,0.0,0.0,0.0,0.0,2.803738317757009,2.0,0.0,0.0,0.0,25.70806100217865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7267441860465116,5.88235294117647,0.0,0.0,0.0,5.0,0.0,0.0,14.285714285714285,3.508771929824561,0.0,0.5943536404160475,0.0,0.0,2.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6276150627615062,5.517241379310345,6.524822695035461,1.1644832605531297,4.2105263157894735,0.0,0.43336944745395445,0.0,0.0,2.0689655172413794,0.0,33.33333333333333,0.0,0.0,0.0,0.0,1.2987012987012987,21.3302752293578,0.0,0.0,0.0,4.225352112676056,1.6542597187758479,0.0,0.0,0.0,4.761904761904762,1.0638297872340425,1.5,0.9695290858725761,0.0,0.0,16.590909090909093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Creek,24,0.0,78.94736842105263,0.0,0.0,36.94581280788177,1.4545454545454546,40.74074074074074,0.0,0.0,0.0,1.650943396226415,0.0,0.0,0.0,0.0,16.666666666666664,3.9930555555555554,0.0,38.46153846153847,17.647058823529413,6.896551724137931,50.0,0.0,0.0,0.0,0.0,14.285714285714285,75.0,21.89321300996428,0.0,0.0,0.0,0.0,11.688311688311687,100.0,25.0,33.33333333333333,0.0,6.666666666666667,1.2903225806451613,0.684931506849315,66.66666666666666,4.878048780487805,0.0,0.0,16.666666666666664,5.607476635514018,54.0,0.0,11.11111111111111,6.521739130434782,25.70806100217865,2.9850746268656714,0.0,0.0,0.0,82.22222222222221,0.0,0.0,0.436046511627907,0.0,100.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,5.263157894736842,9.090909090909092,0.8172362555720655,9.090909090909092,0.0,23.684210526315788,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.6134969325153374,1.9874476987447698,5.517241379310345,2.4113475177304964,1.8922852983988356,2.1052631578947367,0.0,1.3001083423618636,0.0,0.0,1.3793103448275863,0.0,0.0,3.4482758620689653,4.545454545454546,0.0,0.0,23.376623376623375,39.908256880733944,100.0,0.0,0.0,15.258215962441316,6.2861869313482215,2.380952380952381,25.0,0.0,9.523809523809524,21.27659574468085,1.0,1.9390581717451523,0.0,0.0,54.77272727272727,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Glenfield-Jane Heights,25,0.0,46.05263157894737,6.25,8.333333333333332,9.852216748768473,0.36363636363636365,8.831908831908832,10.0,0.0,0.0,2.5943396226415096,0.0,0.0,0.0,3.8461538461538463,16.666666666666664,8.738425925925926,0.0,0.0,13.725490196078432,3.4482758620689653,40.0,0.0,0.0,0.0,0.0,0.0,37.5,30.409851475841325,0.0,0.0,0.0,0.0,12.337662337662337,0.0,0.0,0.0,0.0,13.333333333333334,5.161290322580645,4.10958904109589,0.0,4.878048780487805,0.0,0.0,50.0,6.5420560747663545,18.0,0.0,33.33333333333333,32.608695652173914,81.69934640522875,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.29069767441860467,0.0,69.23076923076923,0.0,50.0,0.0,6.896551724137931,0.0,0.0,3.508771929824561,0.0,1.263001485884101,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,4.294478527607362,2.7196652719665275,6.896551724137931,5.390070921985815,3.056768558951965,3.1578947368421053,50.0,1.7334777898158178,0.0,0.0,0.0,0.0,33.33333333333333,0.0,4.545454545454546,0.8403361344537815,5.555555555555555,14.71861471861472,95.18348623853211,47.05882352941176,0.0,0.0,19.014084507042252,4.052936311000828,4.761904761904762,50.0,0.0,23.809523809523807,15.957446808510639,0.5,1.2465373961218837,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545454545454
Downsview-Roding-CFB,26,0.0,27.631578947368425,12.5,11.11111111111111,14.285714285714285,0.7272727272727273,3.418803418803419,0.0,0.0,50.0,2.8301886792452833,0.0,0.0,0.0,0.0,0.0,4.166666666666666,0.0,69.23076923076923,0.0,27.586206896551722,30.0,0.0,0.0,0.0,0.0,0.0,0.0,37.431848091746566,11.11111111111111,100.0,0.0,0.0,9.740259740259742,0.0,0.0,0.0,0.0,20.0,7.741935483870968,2.4657534246575343,0.0,0.0,20.0,0.0,66.66666666666666,9.345794392523365,52.0,0.0,0.0,67.3913043478261,100.0,1.4925373134328357,0.0,0.0,0.0,15.555555555555555,0.0,0.0,1.88953488372093,58.82352941176471,38.46153846153847,16.666666666666664,0.0,0.0,3.4482758620689653,0.0,0.0,1.7543859649122806,0.0,1.1144130757800892,0.0,0.0,31.57894736842105,0.0,0.0,0.0,5.063291139240507,0.0,0.0,0.0,0.0,42.857142857142854,0.0,0.0,100.0,1.8404907975460123,2.1966527196652716,11.03448275862069,16.595744680851062,1.3100436681222707,10.526315789473683,0.0,2.925243770314193,0.0,0.0,0.6896551724137931,0.0,0.0,3.4482758620689653,18.181818181818183,0.8403361344537815,5.555555555555555,6.493506493506493,100.0,17.647058823529413,0.0,0.0,69.71830985915493,2.1505376344086025,2.380952380952381,25.0,0.0,28.57142857142857,70.2127659574468,0.5,1.662049861495845,0.0,9.090909090909092,52.95454545454545,0.0,0.0,0.0,50.0,4.545454545454546,0.0,45.45454545454545
York University Heights,27,0.0,17.105263157894736,16.666666666666664,2.7777777777777777,13.793103448275861,5.090909090909091,2.2792022792022792,0.0,0.0,0.0,5.660377358490567,0.0,50.0,7.6923076923076925,0.0,66.66666666666666,5.497685185185185,0.0,30.76923076923077,0.0,13.793103448275861,10.0,0.0,0.0,0.0,0.0,0.0,37.5,28.17258883248731,0.0,0.0,0.0,20.0,14.285714285714285,0.0,0.0,0.0,0.0,13.333333333333334,4.516129032258064,5.7534246575342465,0.0,2.4390243902439024,0.0,2.083333333333333,33.33333333333333,36.44859813084112,34.0,0.0,44.44444444444444,26.08695652173913,43.35511982570806,1.4925373134328357,0.0,0.0,0.0,13.333333333333334,0.0,0.0,6.976744186046512,23.52941176470588,7.6923076923076925,33.33333333333333,0.0,5.0,3.4482758620689653,0.0,14.285714285714285,5.263157894736842,0.0,7.800891530460624,0.0,25.0,44.73684210526316,0.0,0.0,0.0,2.5316455696202533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.067484662576687,4.707112970711297,9.655172413793103,3.2624113475177303,5.094614264919942,8.421052631578947,0.0,7.367280606717226,0.0,0.0,1.3793103448275863,11.11111111111111,0.0,3.4482758620689653,59.09090909090909,0.0,5.555555555555555,8.225108225108226,40.596330275229356,23.52941176470588,0.0,0.0,36.85446009389671,12.572373862696443,19.047619047619047,50.0,0.7142857142857143,42.857142857142854,100.0,3.0,8.86426592797784,0.0,9.090909090909092,31.136363636363633,0.0,0.0,0.0,50.0,13.636363636363635,0.0,81.81818181818183
Rustic,28,0.0,23.684210526315788,6.25,16.666666666666664,2.955665024630542,0.0,0.2849002849002849,0.0,0.0,0.0,0.4716981132075472,0.0,0.0,0.0,3.8461538461538463,0.0,0.6944444444444444,0.0,7.6923076923076925,0.0,6.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,12.5,11.09231058469637,0.0,0.0,0.0,0.0,2.5974025974025974,0.0,0.0,0.0,0.0,6.666666666666667,1.935483870967742,0.684931506849315,0.0,0.0,40.0,0.0,33.33333333333333,1.8691588785046727,10.0,0.0,0.0,13.043478260869565,29.193899782135073,0.0,0.0,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,6.896551724137931,0.0,14.285714285714285,3.508771929824561,9.090909090909092,0.07429420505200594,0.0,0.0,5.263157894736842,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,42.857142857142854,0.0,0.0,0.0,0.0,0.41841004184100417,0.6896551724137931,8.085106382978724,0.43668122270742354,1.0526315789473684,0.0,0.10834236186348861,0.0,0.0,0.6896551724137931,0.0,0.0,0.0,0.0,0.8403361344537815,0.0,27.705627705627705,20.18348623853211,17.647058823529413,0.0,0.0,4.225352112676056,1.488833746898263,0.0,25.0,0.0,19.047619047619047,2.127659574468085,0.5,0.41551246537396125,0.0,0.0,7.2727272727272725,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092
